epoch,cooling_loan_loss,cooling_loan_root_mean_squared_error,heating_loan_loss,heating_loan_root_mean_squared_error,loss,val_cooling_loan_loss,val_cooling_loan_root_mean_squared_error,val_heating_loan_loss,val_heating_loan_root_mean_squared_error,val_loss
0,670.8609619140625,25.900983810424805,588.7562255859375,24.264299392700195,1259.6173095703125,680.8026733398438,26.092195510864258,599.36474609375,24.4819278717041,1280.16748046875
1,656.090087890625,25.614255905151367,577.519287109375,24.031631469726562,1233.6092529296875,665.394775390625,25.79524803161621,587.5,24.238399505615234,1252.894775390625
2,639.3541870117188,25.28545379638672,564.5315551757812,23.759872436523438,1203.8858642578125,646.3200073242188,25.42282485961914,572.3070678710938,23.92293930053711,1218.6270751953125
3,619.039306640625,24.88050079345703,548.4459838867188,23.41892433166504,1167.4852294921875,623.257080078125,24.965116500854492,554.2055053710938,23.54157066345215,1177.4625244140625
4,593.5982055664062,24.36387062072754,528.6617431640625,22.992645263671875,1122.260009765625,594.5525512695312,24.383447647094727,531.7717895507812,23.060176849365234,1126.324462890625
5,562.76904296875,23.722753524780273,504.6241149902344,22.46384048461914,1067.393310546875,560.204833984375,23.66864585876465,504.4608154296875,22.460205078125,1064.66552734375
6,525.922607421875,22.933002471923828,475.5122375488281,21.806243896484375,1001.4348754882812,519.2142944335938,22.786273956298828,471.7651672363281,21.720155715942383,990.9795532226562
7,483.8629150390625,21.996883392333984,441.8178405761719,21.01946258544922,925.6808471679688,474.4754333496094,21.78245735168457,435.1435241699219,20.86009407043457,909.618896484375
8,437.3934631347656,20.91395378112793,403.423828125,20.085412979125977,840.8171997070312,424.6147766113281,20.606182098388672,393.26422119140625,19.830890655517578,817.8790283203125
9,386.56829833984375,19.661340713500977,360.58270263671875,18.989015579223633,747.1510009765625,370.3417053222656,19.244264602661133,346.68939208984375,18.619596481323242,717.0311279296875
10,331.6473083496094,18.211185455322266,313.5860290527344,17.70836067199707,645.2333984375,312.0961608886719,17.666242599487305,295.9750671386719,17.20392608642578,608.0712280273438
11,274.33740234375,16.563133239746094,264.0658264160156,16.250102996826172,538.4032592773438,252.310302734375,15.884278297424316,243.2416534423828,15.596206665039062,495.5519714355469
12,217.6444854736328,14.752779006958008,214.1234893798828,14.632959365844727,431.7679748535156,198.385986328125,14.084956169128418,194.76950073242188,13.955984115600586,393.1554870605469
13,167.12176513671875,12.927557945251465,168.96685791015625,12.998724937438965,336.08868408203125,148.67086791992188,12.193066596984863,148.51502990722656,12.186674118041992,297.1859130859375
14,125.12384796142578,11.185876846313477,129.74606323242188,11.390612602233887,254.8699188232422,112.17140197753906,10.591099739074707,112.81753540039062,10.621560096740723,224.9889373779297
15,97.07981872558594,9.852909088134766,102.18351745605469,10.108586311340332,199.26333618164062,91.65731811523438,9.573782920837402,91.11971282958984,9.54566478729248,182.7770233154297
16,82.39958190917969,9.077421188354492,86.08989715576172,9.278464317321777,168.48948669433594,79.01148223876953,8.888840675354004,75.82532501220703,8.70777416229248,154.83680725097656
17,75.18962860107422,8.671195030212402,77.1842041015625,8.785453796386719,152.3738555908203,73.52366638183594,8.574594497680664,69.38737487792969,8.32990837097168,142.91104125976562
18,71.25098419189453,8.44102954864502,72.67243957519531,8.524812698364258,143.92343139648438,68.88156127929688,8.299491882324219,64.38961791992188,8.024313926696777,133.27117919921875
19,67.66727447509766,8.226012229919434,68.799072265625,8.294520378112793,136.4663543701172,65.09107208251953,8.067903518676758,60.21662902832031,7.759937286376953,125.30769348144531
20,64.37513732910156,8.023411750793457,65.218017578125,8.075767517089844,129.5931396484375,61.3535270690918,7.832849025726318,56.187095642089844,7.495805263519287,117.54061889648438
21,61.67021560668945,7.853038787841797,62.03190994262695,7.876033782958984,123.70213317871094,58.00558090209961,7.6161394119262695,52.5614013671875,7.249924182891846,110.56697845458984
22,58.962913513183594,7.678731441497803,59.06685256958008,7.6854963302612305,118.02976989746094,55.32124328613281,7.4378252029418945,49.876197814941406,7.062308311462402,105.19744110107422
23,56.89093017578125,7.54260778427124,56.70136642456055,7.530031204223633,113.59230041503906,53.012672424316406,7.280980110168457,47.38920593261719,6.883981704711914,100.4018783569336
24,54.760921478271484,7.400062084197998,54.38482666015625,7.374607086181641,109.14575958251953,50.916664123535156,7.135591506958008,45.14537048339844,6.719030380249023,96.06202697753906
25,52.870758056640625,7.271228313446045,52.20393753051758,7.225229263305664,105.07470703125,48.68880844116211,6.977736473083496,42.702640533447266,6.534725666046143,91.39144897460938
26,51.03817367553711,7.144100666046143,50.043582916259766,7.074149131774902,101.0817642211914,46.8686637878418,6.8460693359375,40.625152587890625,6.373786449432373,87.49381256103516
27,49.613197326660156,7.043663501739502,48.319618225097656,6.951231479644775,97.93281555175781,45.92011642456055,6.776438236236572,39.858192443847656,6.3133344650268555,85.7782974243164
28,48.26590347290039,6.947366714477539,46.92917251586914,6.850487232208252,95.19507598876953,44.59952163696289,6.678287506103516,38.5814094543457,6.211393356323242,83.18092346191406
29,46.52348709106445,6.820812702178955,45.13383865356445,6.718172073364258,91.65731048583984,43.00218963623047,6.557605266571045,36.3464241027832,6.028799533843994,79.3486099243164
30,45.58804702758789,6.75189208984375,43.803707122802734,6.618436813354492,89.39175415039062,41.48427963256836,6.440829277038574,35.13603210449219,5.927565574645996,76.62030792236328
31,44.310794830322266,6.656635284423828,42.392757415771484,6.510972023010254,86.70353698730469,40.949180603027344,6.3991546630859375,34.80757141113281,5.899794101715088,75.75675964355469
32,43.21654510498047,6.573929309844971,41.22661209106445,6.420795440673828,84.44316101074219,39.32490921020508,6.2709574699401855,32.98044204711914,5.742860317230225,72.30535125732422
33,42.10491180419922,6.488829612731934,40.07891082763672,6.3307905197143555,82.18382263183594,38.452701568603516,6.201024055480957,32.13136672973633,5.668453693389893,70.58406066894531
34,41.120018005371094,6.412489414215088,39.0606689453125,6.249853610992432,80.18070220947266,37.51731872558594,6.125138282775879,31.212236404418945,5.586791038513184,68.72954559326172
35,39.918174743652344,6.3180832862854,37.835323333740234,6.151042461395264,77.75350952148438,36.747467041015625,6.061968803405762,30.26601791381836,5.501455783843994,67.01348114013672
36,39.073001861572266,6.250840187072754,36.69147491455078,6.057348728179932,75.76448059082031,35.95820617675781,5.996516227722168,29.81125831604004,5.459968566894531,65.76947021484375
37,38.303253173828125,6.188961982727051,36.01315689086914,6.001096248626709,74.31640625,35.08940887451172,5.923631191253662,28.912578582763672,5.377041816711426,64.00198364257812
38,37.217010498046875,6.100574493408203,34.859928131103516,5.904229640960693,72.07694244384766,35.08776092529297,5.923492431640625,29.197792053222656,5.40349817276001,64.28555297851562
39,36.63589859008789,6.052759647369385,34.33731460571289,5.859805107116699,70.97320556640625,33.68396759033203,5.803789138793945,27.54729652404785,5.248551845550537,61.23126220703125
40,35.812713623046875,5.984372615814209,33.3743896484375,5.77705717086792,69.1871109008789,33.148231506347656,5.757450103759766,27.12958526611328,5.208606719970703,60.2778205871582
41,35.054012298583984,5.920642852783203,32.66103744506836,5.7149834632873535,67.71504974365234,32.73025894165039,5.721036434173584,26.93874168395996,5.1902546882629395,59.669010162353516
42,34.484962463378906,5.872389793395996,32.132896423339844,5.668588638305664,66.61785888671875,32.295867919921875,5.682945251464844,26.508771896362305,5.148666858673096,58.80464172363281
43,33.69717788696289,5.804926872253418,31.31923484802246,5.5963592529296875,65.01641082763672,31.63338279724121,5.624356269836426,25.750181198120117,5.074463844299316,57.383567810058594
44,33.063323974609375,5.7500715255737305,30.63242530822754,5.534656524658203,63.69575500488281,30.933399200439453,5.5617804527282715,25.31840705871582,5.031740188598633,56.25180435180664
45,32.34133529663086,5.686944484710693,29.941524505615234,5.471884727478027,62.282859802246094,30.297773361206055,5.504341125488281,24.47724723815918,4.94744873046875,54.775020599365234
46,31.598426818847656,5.6212477684021,29.090770721435547,5.393586158752441,60.68918991088867,30.349092483520508,5.5090012550354,24.70702362060547,4.970615863800049,55.05611801147461
47,31.02089500427246,5.569640636444092,28.637388229370117,5.351391315460205,59.65828323364258,29.465238571166992,5.428189277648926,23.866886138916016,4.885374546051025,53.332122802734375
48,30.421403884887695,5.515560150146484,27.9259033203125,5.284496307373047,58.347312927246094,28.962627410888672,5.3816938400268555,23.42941665649414,4.840394496917725,52.39204788208008
49,29.851736068725586,5.463674068450928,27.41920280456543,5.236334800720215,57.27093505859375,28.338542938232422,5.323395729064941,22.825897216796875,4.777645587921143,51.1644401550293
50,29.124319076538086,5.396695137023926,26.59119415283203,5.156664848327637,55.715518951416016,27.895103454589844,5.281581401824951,22.380048751831055,4.730755805969238,50.27515411376953
51,28.669429779052734,5.354383945465088,26.216787338256836,5.120233058929443,54.8862190246582,27.403308868408203,5.234817028045654,22.049821853637695,4.695724010467529,49.4531364440918
52,28.297739028930664,5.319561958312988,25.86212158203125,5.085481643676758,54.15985870361328,27.027454376220703,5.198793411254883,21.754058837890625,4.664124488830566,48.78151321411133
53,27.76176643371582,5.268943786621094,25.249267578125,5.02486515045166,53.01103210449219,26.52198028564453,5.149949550628662,21.285207748413086,4.613589286804199,47.80718994140625
54,27.21868324279785,5.2171525955200195,24.813961029052734,4.981361389160156,52.03264617919922,26.11618995666504,5.110400199890137,20.938079833984375,4.575814723968506,47.05426788330078
55,26.765684127807617,5.173556327819824,24.353116989135742,4.934887886047363,51.118804931640625,25.848115921020508,5.084104061126709,20.704788208007812,4.550251483917236,46.55290603637695
56,26.227384567260742,5.121267795562744,23.845441818237305,4.883179664611816,50.07282257080078,25.35686683654785,5.035560131072998,20.353864669799805,4.511525630950928,45.710731506347656
57,25.835695266723633,5.082882404327393,23.428495407104492,4.840299129486084,49.264190673828125,25.032236099243164,5.003222465515137,20.069395065307617,4.479887962341309,45.101627349853516
58,25.336240768432617,5.033511638641357,22.959287643432617,4.7915849685668945,48.2955207824707,24.52039337158203,4.951807022094727,19.636762619018555,4.431338787078857,44.15715408325195
59,24.848194122314453,4.984796524047852,22.41419792175293,4.734363555908203,47.262386322021484,24.19601058959961,4.918943881988525,19.358243942260742,4.3998003005981445,43.554256439208984
60,24.392902374267578,4.93891716003418,22.067249298095703,4.6975789070129395,46.46015167236328,23.83451271057129,4.882060527801514,19.091665267944336,4.369400978088379,42.926177978515625
61,23.840404510498047,4.882663726806641,21.555042266845703,4.642740726470947,45.395442962646484,23.40536117553711,4.837908744812012,18.63310432434082,4.31660795211792,42.0384635925293
62,23.514162063598633,4.849140167236328,21.2725830078125,4.6122212409973145,44.7867431640625,23.204299926757812,4.817084312438965,18.599767684936523,4.312744617462158,41.80406951904297
63,23.07662582397461,4.803813457489014,20.821369171142578,4.56304407119751,43.89799499511719,22.917142868041992,4.787185192108154,18.326223373413086,4.280913829803467,41.24336624145508
64,22.727691650390625,4.767356872558594,20.414894104003906,4.518284320831299,43.14259338378906,22.27337074279785,4.7194671630859375,17.74615478515625,4.212618350982666,40.01952362060547
65,22.228343963623047,4.714694499969482,19.96123695373535,4.467800140380859,42.18958282470703,21.83165740966797,4.672435760498047,17.414642333984375,4.173085689544678,39.246299743652344
66,21.976343154907227,4.687893390655518,19.804473876953125,4.450222015380859,41.780818939208984,21.566064834594727,4.643927574157715,17.21947479248047,4.149635314941406,38.78553771972656
67,21.644453048706055,4.652359962463379,19.389110565185547,4.40330696105957,41.033565521240234,21.160783767700195,4.600085258483887,16.86539649963379,4.106750011444092,38.026180267333984
68,21.197458267211914,4.604069709777832,19.088369369506836,4.36902379989624,40.28582763671875,20.878921508789062,4.569345951080322,16.60912322998047,4.075429439544678,37.48804473876953
69,20.816486358642578,4.562508583068848,18.716489791870117,4.326255798339844,39.53297805786133,20.538349151611328,4.531925678253174,16.308048248291016,4.038322448730469,36.846397399902344
70,20.326570510864258,4.508499622344971,18.18325424194336,4.2641825675964355,38.509822845458984,20.101253509521484,4.483442306518555,15.973803520202637,3.9967241287231445,36.07505798339844
71,20.047761917114258,4.47747278213501,17.967233657836914,4.238777160644531,38.01499557495117,19.682212829589844,4.436463832855225,15.67723560333252,3.95944881439209,35.35944747924805
72,19.78868293762207,4.448447227478027,17.6678466796875,4.203313827514648,37.45652770996094,19.477676391601562,4.413352012634277,15.449483871459961,3.9305832386016846,34.92715835571289
73,19.46473503112793,4.411885738372803,17.417625427246094,4.173442840576172,36.882354736328125,19.27082633972168,4.389854907989502,15.227961540222168,3.9023020267486572,34.4987907409668
74,19.068056106567383,4.366698741912842,17.021242141723633,4.125680923461914,36.08930206298828,19.31793212890625,4.395216941833496,15.643390655517578,3.955172538757324,34.96132278442383
75,18.911972045898438,4.348789691925049,16.902952194213867,4.1113200187683105,35.81492614746094,18.76158332824707,4.3314642906188965,15.006196975708008,3.8737833499908447,33.76778030395508
76,18.535303115844727,4.305264472961426,16.538536071777344,4.066760063171387,35.07383728027344,18.400259017944336,4.289552211761475,14.64924144744873,3.827432632446289,33.04949951171875
77,18.332014083862305,4.281589984893799,16.29500389099121,4.036706924438477,34.62702178955078,18.068798065185547,4.250741004943848,14.367961883544922,3.7905094623565674,32.4367561340332
78,17.8487548828125,4.224778652191162,15.882189750671387,3.985246419906616,33.7309455871582,18.125730514526367,4.257432460784912,14.765357971191406,3.84257173538208,32.89108657836914
79,17.76484489440918,4.214836120605469,15.890299797058105,3.9862639904022217,33.65514373779297,17.678438186645508,4.204573631286621,14.099458694458008,3.7549245357513428,31.777896881103516
80,17.35480499267578,4.165909767150879,15.613123893737793,3.9513444900512695,32.96792984008789,17.217008590698242,4.149338245391846,13.790743827819824,3.7135891914367676,31.007753372192383
81,17.044872283935547,4.128543376922607,15.203394889831543,3.899152994155884,32.248260498046875,17.394229888916016,4.1706390380859375,13.92368221282959,3.731445074081421,31.317913055419922
82,16.86001968383789,4.106095314025879,15.073525428771973,3.8824639320373535,31.93354606628418,16.654205322265625,4.08095645904541,13.229146957397461,3.6371893882751465,29.88335418701172
83,16.605358123779297,4.074967384338379,14.802349090576172,3.847382068634033,31.407703399658203,16.3605899810791,4.044822692871094,13.004188537597656,3.6061320304870605,29.364778518676758
84,16.28044891357422,4.0349040031433105,14.520204544067383,3.8105385303497314,30.800649642944336,16.147022247314453,4.018335819244385,12.860252380371094,3.5861194133758545,29.00727653503418
85,16.034616470336914,4.004324913024902,14.287723541259766,3.7799105644226074,30.32234001159668,15.8074951171875,3.9758641719818115,12.59628677368164,3.5491247177124023,28.403779983520508
86,15.801977157592773,3.975170135498047,14.099699020385742,3.7549564838409424,29.901681900024414,15.561513900756836,3.9448084831237793,12.382575988769531,3.518888473510742,27.944089889526367
87,15.561129570007324,3.9447598457336426,13.923996925354004,3.731487274169922,29.485124588012695,15.49502944946289,3.9363725185394287,12.536925315856934,3.5407521724700928,28.03195571899414
88,15.348660469055176,3.917736768722534,13.738471031188965,3.7065443992614746,29.087129592895508,15.101913452148438,3.886117935180664,12.056672096252441,3.4722719192504883,27.158586502075195
89,15.0391845703125,3.8780386447906494,13.500967025756836,3.6743662357330322,28.540149688720703,15.277373313903809,3.908627986907959,12.056922912597656,3.4723079204559326,27.33429527282715
90,14.88414478302002,3.857997417449951,13.246638298034668,3.6395931243896484,28.130783081054688,14.657852172851562,3.8285574913024902,11.656745910644531,3.4141976833343506,26.314598083496094
91,14.532185554504395,3.812110424041748,12.999056816101074,3.6054205894470215,27.5312442779541,15.41086483001709,3.9256675243377686,12.350464820861816,3.5143227577209473,27.761329650878906
92,14.469545364379883,3.8038854598999023,12.967460632324219,3.6010360717773438,27.437002182006836,14.855365753173828,3.8542659282684326,12.142699241638184,3.484637498855591,26.998065948486328
93,14.36867904663086,3.7906041145324707,12.86174488067627,3.58632755279541,27.23042106628418,14.185304641723633,3.766338348388672,11.327679634094238,3.365661859512329,25.512985229492188
94,14.160502433776855,3.7630443572998047,12.641013145446777,3.555420160293579,26.801515579223633,14.141777038574219,3.7605555057525635,11.35877513885498,3.3702781200408936,25.500553131103516
95,13.836274147033691,3.7197141647338867,12.366362571716309,3.5165839195251465,26.2026424407959,13.79059886932373,3.7135696411132812,10.985308647155762,3.3144092559814453,24.775907516479492
96,13.654684066772461,3.6952245235443115,12.172406196594238,3.4888975620269775,25.827091217041016,14.15163803100586,3.7618660926818848,11.270881652832031,3.357213258743286,25.42251968383789
97,13.4625825881958,3.6691391468048096,11.990954399108887,3.4627957344055176,25.453535079956055,13.3260498046875,3.6504862308502197,10.607268333435059,3.256880044937134,23.93331527709961
98,13.311716079711914,3.64852237701416,11.878223419189453,3.4464797973632812,25.189937591552734,13.496357917785645,3.673738956451416,10.863844871520996,3.296034812927246,24.360200881958008
99,13.205986976623535,3.6340043544769287,11.789849281311035,3.4336349964141846,24.99583625793457,13.663232803344727,3.696381092071533,10.974721908569336,3.312811851501465,24.63795280456543
100,13.04401683807373,3.611650228500366,11.6842622756958,3.418225049972534,24.72827911376953,12.95134449005127,3.598797559738159,10.302197456359863,3.2097036838531494,23.253543853759766
101,12.801538467407227,3.5779237747192383,11.423110008239746,3.3798091411590576,24.22464942932129,13.043366432189941,3.611560106277466,10.438755989074707,3.2309064865112305,23.48212432861328
102,12.873720169067383,3.5879967212677,11.496580123901367,3.3906607627868652,24.370302200317383,12.63949203491211,3.555206298828125,10.061184883117676,3.1719369888305664,22.70067596435547
103,12.514446258544922,3.53757643699646,11.235233306884766,3.3518998622894287,23.749679565429688,12.831245422363281,3.5820727348327637,10.170602798461914,3.189138174057007,23.001846313476562
104,12.345675468444824,3.513641357421875,11.012057304382324,3.3184421062469482,23.35773277282715,12.471250534057617,3.531465768814087,9.9308443069458,3.1513242721557617,22.402095794677734
105,12.174138069152832,3.4891457557678223,10.961132049560547,3.310760021209717,23.135272979736328,12.294256210327148,3.506316661834717,9.8891019821167,3.1446943283081055,22.18335723876953
106,12.127995491027832,3.482527256011963,10.892496109008789,3.3003780841827393,23.020490646362305,12.17981243133545,3.4899587631225586,9.743868827819824,3.1215171813964844,21.923681259155273
107,11.9632568359375,3.458794116973877,10.688448905944824,3.2693192958831787,22.651704788208008,12.306111335754395,3.5080068111419678,9.869287490844727,3.1415421962738037,22.175397872924805
108,11.918970108032227,3.4523861408233643,10.706007957458496,3.272003650665283,22.624980926513672,12.082554817199707,3.475996971130371,9.696235656738281,3.113878011703491,21.778793334960938
109,11.714296340942383,3.4226155281066895,10.47502613067627,3.2365145683288574,22.18932342529297,11.815398216247559,3.4373533725738525,9.513752937316895,3.084437131881714,21.32914924621582
110,11.530430793762207,3.395648717880249,10.395862579345703,3.224261522293091,21.926292419433594,12.628256797790527,3.5536258220672607,10.041985511779785,3.1689093112945557,22.670244216918945
111,11.669784545898438,3.416106700897217,10.422321319580078,3.2283620834350586,22.092105865478516,11.918936729431152,3.4523813724517822,9.504944801330566,3.0830090045928955,21.423879623413086
112,11.422062873840332,3.3796541690826416,10.190753936767578,3.192296028137207,21.612815856933594,11.473593711853027,3.3872692584991455,9.181166648864746,3.0300440788269043,20.654762268066406
113,11.31212043762207,3.363349676132202,10.12663459777832,3.182237386703491,21.438756942749023,11.424139976501465,3.3799614906311035,9.160722732543945,3.0266685485839844,20.584861755371094
114,11.202484130859375,3.3470113277435303,9.970121383666992,3.1575498580932617,21.172609329223633,11.308615684509277,3.362828493118286,9.075453758239746,3.01254940032959,20.384069442749023
115,11.000330924987793,3.3166747093200684,9.891484260559082,3.1450729370117188,20.891813278198242,11.644180297851562,3.4123570919036865,9.364812850952148,3.0601980686187744,21.008991241455078
116,10.920801162719727,3.30466365814209,9.836323738098145,3.13629150390625,20.757123947143555,11.306696891784668,3.3625431060791016,9.072957038879395,3.0121350288391113,20.379653930664062
117,10.796061515808105,3.285736083984375,9.719945907592773,3.117682695388794,20.516006469726562,11.263121604919434,3.3560574054718018,9.028100967407227,3.0046799182891846,20.291221618652344
118,10.818037986755371,3.2890784740448,9.653118133544922,3.1069467067718506,20.471158981323242,11.526211738586426,3.3950273990631104,9.284734725952148,3.047086238861084,20.81094741821289
119,10.770668029785156,3.281869649887085,9.577760696411133,3.0947957038879395,20.348430633544922,10.926883697509766,3.3055837154388428,8.746299743652344,2.957414388656616,19.67318344116211
120,10.680604934692383,3.2681195735931396,9.586703300476074,3.096240282058716,20.267309188842773,10.845561981201172,3.293260097503662,8.840875625610352,2.973361015319824,19.686437606811523
121,10.523650169372559,3.2440176010131836,9.423211097717285,3.0697250366210938,19.94685935974121,10.827947616577148,3.2905848026275635,8.703550338745117,2.9501779079437256,19.5314998626709
122,10.373017311096191,3.220716953277588,9.275360107421875,3.0455474853515625,19.64837646484375,10.697354316711426,3.2706809043884277,8.649696350097656,2.9410367012023926,19.3470516204834
123,10.323684692382812,3.2130491733551025,9.183517456054688,3.0304319858551025,19.5072078704834,10.61716079711914,3.2583985328674316,8.611225128173828,2.9344890117645264,19.228384017944336
124,10.222501754760742,3.1972646713256836,9.2418794631958,3.040045976638794,19.464380264282227,10.57850456237793,3.2524611949920654,8.541438102722168,2.9225738048553467,19.11994171142578
125,10.215229988098145,3.196127414703369,9.19625186920166,3.032532215118408,19.411483764648438,10.498218536376953,3.240095376968384,8.502495765686035,2.9159040451049805,19.000715255737305
126,10.095712661743164,3.177375078201294,8.982213973999023,2.9970343112945557,19.077926635742188,10.634535789489746,3.261063575744629,8.647958755493164,2.9407413005828857,19.282493591308594
